,income_group,region_group,literacy_1524_m,Sex,Location,Wealth,year,Completed_UpSec,Completed_LowSec,Completed_Prim
18053,Lower middle income countries,Central and Southern Asia,0.7346,Female,,Quintile 2,2011.0,,45.87,64.02
18054,Lower middle income countries,Central and Southern Asia,0.7919,Female,,Quintile 3,2011.0,,46.39,70.84
18055,Lower middle income countries,Central and Southern Asia,0.9211,Female,,Quintile 4,2011.0,,69.39999999999999,83.86
18056,Lower middle income countries,Central and Southern Asia,0.9839,Female,,Quintile 5,2011.0,,85.2,94.13
18057,Lower middle income countries,Central and Southern Asia,0.8667,Male,,Quintile 1,2011.0,,48.58,64.88000000000001
18058,Lower middle income countries,Central and Southern Asia,0.898,Male,,Quintile 2,2011.0,,52.480000000000004,69.97
18059,Lower middle income countries,Central and Southern Asia,0.9335,Male,,Quintile 3,2011.0,,58.74,82.53
18060,Lower middle income countries,Central and Southern Asia,0.9841,Male,,Quintile 4,2011.0,,72.82,83.0
18061,Lower middle income countries,Central and Southern Asia,0.9995,Male,,Quintile 5,2011.0,,92.2,94.34
18062,Lower middle income countries,Central and Southern Asia,0.9012,,,,2011.0,,59.58,75.22
18063,Lower middle income countries,Central and Southern Asia,0.7114,,,Quintile 1,2011.0,,35.61,58.41
18064,Lower middle income countries,Central and Southern Asia,0.8155,,,Quintile 2,2011.0,,48.82,66.78
18065,Lower middle income countries,Central and Southern Asia,0.864,,,Quintile 3,2011.0,,51.82,76.71
18066,Lower middle income countries,Central and Southern Asia,0.9543,,,Quintile 4,2011.0,,70.97,83.39999999999999
18067,Lower middle income countries,Central and Southern Asia,0.9922,,,Quintile 5,2011.0,,88.52,94.24
18068,Lower middle income countries,Central and Southern Asia,0.8357,Female,Rural,,2014.0,,58.84,73.71
18069,Lower middle income countries,Central and Southern Asia,0.9725,Female,Urban,,2014.0,,84.87,88.27000000000001
18070,Lower middle income countries,Central and Southern Asia,0.7562,Female,Rural,Quintile 1,2014.0,,49.88,73.53
18071,Lower middle income countries,Central and Southern Asia,0.7913,Female,Rural,Quintile 2,2014.0,,47.55,64.45
18072,Lower middle income countries,Central and Southern Asia,0.7315,Female,Rural,Quintile 3,2014.0,,58.42,71.92
18073,Lower middle income countries,Central and Southern Asia,0.9014,Female,Rural,Quintile 4,2014.0,,68.65,80.95
18074,Lower middle income countries,Central and Southern Asia,0.983,Female,Rural,Quintile 5,2014.0,,90.25,88.94999999999999
18075,Lower middle income countries,Central and Southern Asia,0.7081,Female,Urban,Quintile 1,2014.0,,,84.63000000000001
18076,Lower middle income countries,Central and Southern Asia,0.8611,Female,Urban,Quintile 2,2014.0,,60.79,72.14
18077,Lower middle income countries,Central and Southern Asia,0.8862,Female,Urban,Quintile 3,2014.0,,55.559999999999995,81.71000000000001
18078,Lower middle income countries,Central and Southern Asia,0.9295,Female,Urban,Quintile 4,2014.0,,76.32,76.07000000000001
18079,Lower middle income countries,Central and Southern Asia,0.994,Female,Urban,Quintile 5,2014.0,,95.48,94.63000000000001
18080,Lower middle income countries,Central and Southern Asia,0.8696,,Rural,Quintile 1,2014.0,,53.169999999999995,73.47
18081,Lower middle income countries,Central and Southern Asia,0.8887,,Rural,Quintile 2,2014.0,,52.59,66.85
18082,Lower middle income countries,Central and Southern Asia,0.8625,,Rural,Quintile 3,2014.0,,62.06,73.2
18083,Lower middle income countries,Central and Southern Asia,0.9535,,Rural,Quintile 4,2014.0,,72.77,81.05
18084,Lower middle income countries,Central and Southern Asia,0.9923,,Rural,Quintile 5,2014.0,,85.13,87.09
18085,Lower middle income countries,Central and Southern Asia,0.8288,,Urban,Quintile 1,2014.0,,36.730000000000004,82.53
18086,Lower middle income countries,Central and Southern Asia,0.9206,,Urban,Quintile 2,2014.0,,67.82000000000001,74.53999999999999
18087,Lower middle income countries,Central and Southern Asia,0.9438,,Urban,Quintile 3,2014.0,,66.11,83.3
18088,Lower middle income countries,Central and Southern Asia,0.968,,Urban,Quintile 4,2014.0,,70.5,74.63
18089,Lower middle income countries,Central and Southern Asia,0.9972,,Urban,Quintile 5,2014.0,,90.75,94.24
18090,Lower middle income countries,Central and Southern Asia,0.8734,Female,,,2014.0,,62.849999999999994,75.61
18091,Lower middle income countries,Central and Southern Asia,0.9498,Female,,,2014.0,,81.39999999999999,88.13
18092,Lower middle income countries,Central and Southern Asia,0.8606,Female,,,2014.0,,73.29,84.06
18093,Lower middle income countries,Central and Southern Asia,0.719,Female,,,2014.0,,50.29,58.120000000000005
18094,Lower middle income countries,Central and Southern Asia,0.9518,Female,,,2014.0,,63.11,88.02
18095,Lower middle income countries,Central and Southern Asia,0.9091,Female,,,2014.0,,62.760000000000005,70.12
18096,Lower middle income countries,Central and Southern Asia,0.8739,Female,,,2014.0,,59.25,74.61
18097,Lower middle income countries,Central and Southern Asia,0.749,Female,,,2014.0,,47.449999999999996,54.37
18098,Lower middle income countries,Central and Southern Asia,0.8082,Female,,,2014.0,,61.19,74.7
18099,Lower middle income countries,Central and Southern Asia,0.817,Female,,,2014.0,,52.61,76.02
18100,Lower middle income countries,Central and Southern Asia,0.5376,Female,,,2014.0,,51.77,61.31999999999999
18101,Lower middle income countries,Central and Southern Asia,0.9872,Female,,,2014.0,,71.94,87.41
18102,Lower middle income countries,Central and Southern Asia,0.8855,Female,,,2014.0,,,
18103,Lower middle income countries,Central and Southern Asia,0.8569,Female,,,2014.0,,49.01,73.83
18104,Lower middle income countries,Central and Southern Asia,0.7543,Female,,Quintile 1,2014.0,,49.45,73.81
18105,Lower middle income countries,Central and Southern Asia,0.7957,Female,,Quintile 2,2014.0,,48.16,64.71000000000001
18106,Lower middle income countries,Central and Southern Asia,0.7402,Female,,Quintile 3,2014.0,,58.26,72.33000000000001
18107,Lower middle income countries,Central and Southern Asia,0.9061,Female,,Quintile 4,2014.0,,69.75,80.32000000000001
18108,Lower middle income countries,Central and Southern Asia,0.9898,Female,,Quintile 5,2014.0,,93.14,92.25
18109,Lower middle income countries,Central and Southern Asia,0.6924,Female,,Quintile 1,2014.0,,56.11000000000001,74.02
18110,Lower middle income countries,Central and Southern Asia,0.8931,Female,,Quintile 1,2014.0,,46.77,81.52000000000001
18111,Lower middle income countries,Central and Southern Asia,0.8502,Female,,Quintile 1,2014.0,,53.449999999999996,58.040000000000006
18112,Lower middle income countries,Central and Southern Asia,0.6946,Female,,Quintile 1,2014.0,,45.910000000000004,52.99
18113,Lower middle income countries,Central and Southern Asia,0.7202,Female,,Quintile 1,2014.0,,49.220000000000006,72.31
18114,Lower middle income countries,Central and Southern Asia,0.7462,Female,,Quintile 1,2014.0,,47.38,70.48
18115,Lower middle income countries,Central and Southern Asia,0.4423,Female,,Quintile 1,2014.0,,43.18,60.25
18116,Lower middle income countries,Central and Southern Asia,0.9709,Female,,Quintile 1,2014.0,,51.01,82.53
18117,Lower middle income countries,Central and Southern Asia,0.7965,Female,,Quintile 2,2014.0,,,
18118,Lower middle income countries,Central and Southern Asia,0.8587,Female,,Quintile 2,2014.0,,81.83,87.75
18119,Lower middle income countries,Central and Southern Asia,0.39,Female,,Quintile 2,2014.0,,21.15,29.580000000000002
18120,Lower middle income countries,Central and Southern Asia,0.9567,Female,,Quintile 2,2014.0,,61.419999999999995,92.17
18121,Lower middle income countries,Central and Southern Asia,0.9346,Female,,Quintile 2,2014.0,,65.42,89.37
18122,Lower middle income countries,Central and Southern Asia,0.5323,Female,,Quintile 2,2014.0,,,42.41
18123,Lower middle income countries,Central and Southern Asia,0.926,Female,,Quintile 2,2014.0,,,
18124,Lower middle income countries,Central and Southern Asia,0.943,Female,,Quintile 2,2014.0,,76.46,80.06
18125,Lower middle income countries,Central and Southern Asia,0.9311,Female,,Quintile 2,2014.0,,,
18126,Lower middle income countries,Central and Southern Asia,0.6995,Female,,Quintile 2,2014.0,,,
18127,Lower middle income countries,Central and Southern Asia,0.9912,Female,,Quintile 2,2014.0,,,83.52000000000001
18128,Lower middle income countries,Central and Southern Asia,0.5789,Female,,Quintile 2,2014.0,,,
18129,Lower middle income countries,Central and Southern Asia,0.8114,Female,,Quintile 3,2014.0,,,
18130,Lower middle income countries,Central and Southern Asia,0.9619,Female,,Quintile 3,2014.0,,,
18131,Lower middle income countries,Central and Southern Asia,0.5036,Female,,Quintile 3,2014.0,,49.3,57.989999999999995
18132,Lower middle income countries,Central and Southern Asia,0.9613,Female,,Quintile 3,2014.0,,,
18133,Lower middle income countries,Central and Southern Asia,0.6915,Female,,Quintile 3,2014.0,,52.03,73.25
18134,Lower middle income countries,Central and Southern Asia,0.9317,Female,,Quintile 3,2014.0,,,
18135,Lower middle income countries,Central and Southern Asia,0.9763,Female,,Quintile 3,2014.0,,,
18136,Lower middle income countries,Central and Southern Asia,0.6607,Female,,Quintile 3,2014.0,,45.06,
18137,Lower middle income countries,Central and Southern Asia,0.9365,Female,,Quintile 4,2014.0,,81.13,89.41
18138,Lower middle income countries,Central and Southern Asia,0.9775,Female,,Quintile 4,2014.0,,,
18139,Lower middle income countries,Central and Southern Asia,0.7829,Female,,Quintile 4,2014.0,,54.290000000000006,63.91
18140,Lower middle income countries,Central and Southern Asia,0.9938,Female,,Quintile 4,2014.0,,,
18141,Lower middle income countries,Central and Southern Asia,1.0,Female,,Quintile 4,2014.0,,,
18142,Lower middle income countries,Central and Southern Asia,0.9297,Female,,Quintile 4,2014.0,,77.05,91.91
18143,Lower middle income countries,Central and Southern Asia,1.0,Female,,Quintile 4,2014.0,,,
18144,Lower middle income countries,Central and Southern Asia,0.8914,Female,,Quintile 4,2014.0,,55.21,80.21000000000001
18145,Lower middle income countries,Central and Southern Asia,0.9921,Female,,Quintile 5,2014.0,,92.69,93.37
18146,Lower middle income countries,Central and Southern Asia,0.9787,Female,,Quintile 5,2014.0,,87.55,86.03
18147,Lower middle income countries,Central and Southern Asia,0.9952,Female,,Quintile 5,2014.0,,85.81,91.43
18148,Lower middle income countries,Central and Southern Asia,0.9925,Female,,Quintile 5,2014.0,,96.63000000000001,92.97
18149,Lower middle income countries,Central and Southern Asia,0.9816,Female,,Quintile 5,2014.0,,,89.7
18150,Lower middle income countries,Central and Southern Asia,0.8537,,,Quintile 1,2014.0,,38.019999999999996,67.58
18151,Lower middle income countries,Central and Southern Asia,0.8274,,,Quintile 1,2014.0,,55.69,69.04
18152,Lower middle income countries,Central and Southern Asia,0.9445,,,Quintile 1,2014.0,,48.47,77.83
18153,Lower middle income countries,Central and Southern Asia,0.914,,,Quintile 1,2014.0,,50.74999999999999,58.24
18154,Lower middle income countries,Central and Southern Asia,0.8533,,,Quintile 1,2014.0,,47.599999999999994,59.53000000000001
18155,Lower middle income countries,Central and Southern Asia,0.8845,,,Quintile 1,2014.0,,55.900000000000006,71.78999999999999
18156,Lower middle income countries,Central and Southern Asia,0.8551,,,Quintile 1,2014.0,,46.57,68.75
18157,Lower middle income countries,Central and Southern Asia,0.7377,,,Quintile 1,2014.0,,50.260000000000005,65.57
18158,Lower middle income countries,Central and Southern Asia,0.9824,,,Quintile 1,2014.0,,53.21,76.14999999999999
18159,Lower middle income countries,Central and Southern Asia,0.8886,,,Quintile 2,2014.0,,67.7,91.58
18160,Lower middle income countries,Central and Southern Asia,0.9198,,,Quintile 2,2014.0,,76.34,83.6
18161,Lower middle income countries,Central and Southern Asia,0.6034,,,Quintile 2,2014.0,,25.81,36.870000000000005
18162,Lower middle income countries,Central and Southern Asia,0.9772,,,Quintile 2,2014.0,,63.85999999999999,90.55
18163,Lower middle income countries,Central and Southern Asia,0.9698,,,Quintile 2,2014.0,,65.61,86.92999999999999
18164,Lower middle income countries,Central and Southern Asia,0.7625,,,Quintile 2,2014.0,,29.89,44.019999999999996
18165,Lower middle income countries,Central and Southern Asia,0.9647,,,Quintile 2,2014.0,,67.74,76.3
18166,Lower middle income countries,Central and Southern Asia,0.9778,,,Quintile 2,2014.0,,78.56,83.88
18167,Lower middle income countries,Central and Southern Asia,0.967,,,Quintile 2,2014.0,,58.24,92.51
18168,Lower middle income countries,Central and Southern Asia,0.8594,,,Quintile 2,2014.0,,,66.59
18169,Lower middle income countries,Central and Southern Asia,0.9958,,,Quintile 2,2014.0,,78.96,84.82
18170,Lower middle income countries,Central and Southern Asia,0.8759,,,Quintile 2,2014.0,,,
18171,Lower middle income countries,Central and Southern Asia,0.7286,,,Quintile 2,2014.0,,16.16,51.83
18172,Lower middle income countries,Central and Southern Asia,0.9123,,,Quintile 3,2014.0,,,
18173,Lower middle income countries,Central and Southern Asia,0.9815,,,Quintile 3,2014.0,,,
18174,Lower middle income countries,Central and Southern Asia,0.7428,,,Quintile 3,2014.0,,55.63,60.629999999999995
18175,Lower middle income countries,Central and Southern Asia,0.9801,,,Quintile 3,2014.0,,87.69,90.21000000000001
18176,Lower middle income countries,Central and Southern Asia,1.0,,,Quintile 3,2014.0,,,
18177,Lower middle income countries,Central and Southern Asia,0.8434,,,Quintile 3,2014.0,,60.06,71.67999999999999
18178,Lower middle income countries,Central and Southern Asia,0.9896,,,Quintile 3,2014.0,,,
18179,Lower middle income countries,Central and Southern Asia,0.9713,,,Quintile 3,2014.0,,,
18180,Lower middle income countries,Central and Southern Asia,0.91,,,Quintile 3,2014.0,,,
18181,Lower middle income countries,Central and Southern Asia,0.9879,,,Quintile 3,2014.0,,,
18182,Lower middle income countries,Central and Southern Asia,0.9388,,,Quintile 3,2014.0,,,
18183,Lower middle income countries,Central and Southern Asia,0.7978,,,Quintile 3,2014.0,,49.04,57.66
18184,Lower middle income countries,Central and Southern Asia,0.9702,,,Quintile 4,2014.0,,78.78,84.13000000000001
18185,Lower middle income countries,Central and Southern Asia,0.9891,,,Quintile 4,2014.0,,,
18186,Lower middle income countries,Central and Southern Asia,0.8963,,,Quintile 4,2014.0,,63.93,69.01
18187,Lower middle income countries,Central and Southern Asia,0.9968,,,Quintile 4,2014.0,,,
18188,Lower middle income countries,Central and Southern Asia,1.0,,,Quintile 4,2014.0,,,
18189,Lower middle income countries,Central and Southern Asia,0.968,,,Quintile 4,2014.0,,80.61,87.42999999999999
18190,Lower middle income countries,Central and Southern Asia,1.0,,,Quintile 4,2014.0,,,
18191,Lower middle income countries,Central and Southern Asia,1.0,,,Quintile 4,2014.0,,,
18192,Lower middle income countries,Central and Southern Asia,0.99,,,Quintile 4,2014.0,,,
18193,Lower middle income countries,Central and Southern Asia,0.9482,,,Quintile 4,2014.0,,60.519999999999996,76.73
18194,Lower middle income countries,Central and Southern Asia,0.9964,,,Quintile 5,2014.0,,90.16999999999999,90.99000000000001
18195,Lower middle income countries,Central and Southern Asia,1.0,,,Quintile 5,2014.0,,,
18196,Lower middle income countries,Central and Southern Asia,0.9906,,,Quintile 5,2014.0,,82.39,90.71000000000001
18197,Lower middle income countries,Central and Southern Asia,0.9977,,,Quintile 5,2014.0,,84.82,92.97
18198,Lower middle income countries,Central and Southern Asia,1.0,,,Quintile 5,2014.0,,,
18199,Lower middle income countries,Central and Southern Asia,0.9961,,,Quintile 5,2014.0,,92.41,95.98
18200,Lower middle income countries,Central and Southern Asia,0.9917,,,Quintile 5,2014.0,,86.31,91.91
18201,Lower middle income countries,Central and Southern Asia,0.3928,Female,Rural,,2006.0,6.92,23.76,40.150000000000006
18202,Lower middle income countries,Central and Southern Asia,0.8086,Female,Urban,,2006.0,27.12,58.39,69.88
18203,Lower middle income countries,Central and Southern Asia,0.0596,Female,Rural,Quintile 1,2006.0,0.49,2.59,13.850000000000001
18204,Lower middle income countries,Central and Southern Asia,0.2061,Female,Rural,Quintile 2,2006.0,0.59,10.54,27.18
18205,Lower middle income countries,Central and Southern Asia,0.4246,Female,Rural,Quintile 3,2006.0,4.54,26.700000000000003,50.660000000000004
18206,Lower middle income countries,Central and Southern Asia,0.6885,Female,Rural,Quintile 4,2006.0,18.6,51.78,76.1
18207,Lower middle income countries,Central and Southern Asia,0.868,Female,Rural,Quintile 5,2006.0,23.03,72.07000000000001,89.86
18208,Lower middle income countries,Central and Southern Asia,0.0515,Female,Urban,Quintile 1,2006.0,,4.51,23.1
18209,Lower middle income countries,Central and Southern Asia,0.2362,Female,Urban,Quintile 2,2006.0,5.35,19.11,28.199999999999996
18210,Lower middle income countries,Central and Southern Asia,0.3696,Female,Urban,Quintile 3,2006.0,5.2,36.94,51.790000000000006
18211,Lower middle income countries,Central and Southern Asia,0.7433,Female,Urban,Quintile 4,2006.0,15.590000000000002,51.190000000000005,68.89999999999999
18212,Lower middle income countries,Central and Southern Asia,0.9413,Female,Urban,Quintile 5,2006.0,43.980000000000004,80.32000000000001,87.3
18213,Lower middle income countries,Central and Southern Asia,0.0596,,Rural,Quintile 1,2006.0,2.07,12.06,23.62
18214,Lower middle income countries,Central and Southern Asia,0.2061,,Rural,Quintile 2,2006.0,4.3999999999999995,20.9,38.1
18215,Lower middle income countries,Central and Southern Asia,0.4246,,Rural,Quintile 3,2006.0,6.2,34.52,58.08
18216,Lower middle income countries,Central and Southern Asia,0.6885,,Rural,Quintile 4,2006.0,18.4,56.56,76.44999999999999
18217,Lower middle income countries,Central and Southern Asia,0.868,,Rural,Quintile 5,2006.0,27.279999999999998,77.36,89.11
18218,Lower middle income countries,Central and Southern Asia,0.0515,,Urban,Quintile 1,2006.0,0.0,11.57,21.32
18219,Lower middle income countries,Central and Southern Asia,0.2362,,Urban,Quintile 2,2006.0,7.68,26.1,32.43
18220,Lower middle income countries,Central and Southern Asia,0.3696,,Urban,Quintile 3,2006.0,5.96,36.97,55.269999999999996
18221,Lower middle income countries,Central and Southern Asia,0.7433,,Urban,Quintile 4,2006.0,13.86,50.9,64.68
18222,Lower middle income countries,Central and Southern Asia,0.9413,,Urban,Quintile 5,2006.0,40.72,79.28,86.49
18223,Lower middle income countries,Central and Southern Asia,0.5792,Female,,,2006.0,14.499999999999998,36.1,50.42
18224,Lower middle income countries,Central and Southern Asia,0.3046,Female,,,2006.0,11.1,24.32,34.89
18225,Lower middle income countries,Central and Southern Asia,0.665,Female,,,2006.0,16.35,41.06,58.17
18226,Lower middle income countries,Central and Southern Asia,0.5079,Female,,,2006.0,11.99,33.64,44.49
18227,Lower middle income countries,Central and Southern Asia,0.0593,Female,,Quintile 1,2006.0,0.47000000000000003,2.71,14.399999999999999
18228,Lower middle income countries,Central and Southern Asia,0.2093,Female,,Quintile 2,2006.0,1.0699999999999998,11.559999999999999,27.27
18229,Lower middle income countries,Central and Southern Asia,0.4111,Female,,Quintile 3,2006.0,4.72,29.099999999999998,50.980000000000004
18230,Lower middle income countries,Central and Southern Asia,0.7154,Female,,Quintile 4,2006.0,17.119999999999997,51.480000000000004,72.33000000000001
18231,Lower middle income countries,Central and Southern Asia,0.9274,Female,,Quintile 5,2006.0,39.04,78.74,87.82
18232,Lower middle income countries,Central and Southern Asia,0.0436,Female,,Quintile 1,2006.0,0.0,2.44,16.96
18233,Lower middle income countries,Central and Southern Asia,0.0749,Female,,Quintile 1,2006.0,1.1400000000000001,3.4000000000000004,14.790000000000001
18234,Lower middle income countries,Central and Southern Asia,0.0416,Female,,Quintile 1,2006.0,0.0,1.77,12.01
18235,Lower middle income countries,Central and Southern Asia,0.1535,Female,,Quintile 2,2006.0,1.8800000000000001,17.72,32.43
18236,Lower middle income countries,Central and Southern Asia,0.2948,Female,,Quintile 2,2006.0,1.26,10.37,32.0
18237,Lower middle income countries,Central and Southern Asia,0.1406,Female,,Quintile 2,2006.0,0.9299999999999999,16.53,23.919999999999998
18238,Lower middle income countries,Central and Southern Asia,0.3407,Female,,Quintile 3,2006.0,8.290000000000001,27.71,28.43
18239,Lower middle income countries,Central and Southern Asia,0.4766,Female,,Quintile 3,2006.0,3.5999999999999996,33.83,59.34
18240,Lower middle income countries,Central and Southern Asia,0.2912,Female,,Quintile 3,2006.0,3.51,23.46,33.879999999999995
18241,Lower middle income countries,Central and Southern Asia,0.6753,Female,,Quintile 4,2006.0,27.860000000000003,,68.27
18242,Lower middle income countries,Central and Southern Asia,0.7476,Female,,Quintile 4,2006.0,17.810000000000002,55.42,78.78
18243,Lower middle income countries,Central and Southern Asia,0.6799,Female,,Quintile 4,2006.0,13.26,41.71,58.040000000000006
18244,Lower middle income countries,Central and Southern Asia,0.8913,Female,,Quintile 5,2006.0,48.57,79.81,76.31
18245,Lower middle income countries,Central and Southern Asia,0.946,Female,,Quintile 5,2006.0,42.089999999999996,82.76,92.23
18246,Lower middle income countries,Central and Southern Asia,0.8985,Female,,Quintile 5,2006.0,29.86,74.03,83.84
18247,Lower middle income countries,Central and Southern Asia,0.0436,,,Quintile 1,2006.0,2.26,11.200000000000001,24.59
18248,Lower middle income countries,Central and Southern Asia,0.0749,,,Quintile 1,2006.0,1.7000000000000002,13.77,23.93
18249,Lower middle income countries,Central and Southern Asia,0.0416,,,Quintile 1,2006.0,2.33,6.47,21.07
18250,Lower middle income countries,Central and Southern Asia,0.1535,,,Quintile 2,2006.0,7.33,29.060000000000002,35.66
18251,Lower middle income countries,Central and Southern Asia,0.2948,,,Quintile 2,2006.0,4.43,19.41,42.86
18252,Lower middle income countries,Central and Southern Asia,0.1406,,,Quintile 2,2006.0,6.59,26.02,34.46
18253,Lower middle income countries,Central and Southern Asia,0.3407,,,Quintile 3,2006.0,7.8100000000000005,31.990000000000002,43.25
18254,Lower middle income countries,Central and Southern Asia,0.4766,,,Quintile 3,2006.0,4.29,37.169999999999995,62.949999999999996
18255,Lower middle income countries,Central and Southern Asia,0.2912,,,Quintile 3,2006.0,7.57,31.840000000000003,46.31
18256,Lower middle income countries,Central and Southern Asia,0.6753,,,Quintile 4,2006.0,24.05,57.84,64.1
18257,Lower middle income countries,Central and Southern Asia,0.7476,,,Quintile 4,2006.0,15.06,55.88999999999999,75.69
18258,Lower middle income countries,Central and Southern Asia,0.6799,,,Quintile 4,2006.0,15.47,47.27,58.13
18259,Lower middle income countries,Central and Southern Asia,0.8913,,,Quintile 5,2006.0,53.06999999999999,71.89,81.87
18260,Lower middle income countries,Central and Southern Asia,0.946,,,Quintile 5,2006.0,38.019999999999996,82.07,90.63
18261,Lower middle income countries,Central and Southern Asia,0.8985,,,Quintile 5,2006.0,33.32,74.62,82.64
18262,Lower middle income countries,Central and Southern Asia,0.6977,,,,2012.0,9.65,19.35,52.86
18263,Lower middle income countries,Central and Southern Asia,0.8826,,,,2012.0,,,63.0
18264,Lower middle income countries,Central and Southern Asia,0.7296,,,,2012.0,9.030000000000001,23.990000000000002,26.240000000000002
18265,Lower middle income countries,Central and Southern Asia,0.9479,,,,2012.0,,,
18266,Lower middle income countries,Central and Southern Asia,0.9208,,,,2012.0,21.7,71.84,80.57
18267,Lower middle income countries,Central and Southern Asia,0.8904,,,,2012.0,18.43,53.53,73.19
18268,Lower middle income countries,Central and Southern Asia,0.7664,,,,2012.0,18.310000000000002,42.730000000000004,60.11
18269,Lower middle income countries,Central and Southern Asia,0.829,,,,2012.0,12.61,60.129999999999995,69.47
18270,Lower middle income countries,Central and Southern Asia,0.7107,,,,2012.0,9.629999999999999,29.18,43.49
18271,Lower middle income countries,Central and Southern Asia,0.774,,,,2012.0,12.86,39.85,55.379999999999995
18272,Lower middle income countries,Central and Southern Asia,0.9738,,,,2012.0,34.97,68.23,88.69
18273,Lower middle income countries,Central and Southern Asia,0.7782,,Rural,,2012.0,13.22,37.669999999999995,53.83
18274,Lower middle income countries,Central and Southern Asia,0.9269,,Urban,,2012.0,31.4,61.11,75.49
18275,Lower middle income countries,Central and Southern Asia,0.6682,,Rural,,2012.0,,14.799999999999999,49.05
18276,Lower middle income countries,Central and Southern Asia,0.8177,,Rural,,2012.0,,,
18277,Lower middle income countries,Central and Southern Asia,0.6687,,Rural,,2012.0,8.44,22.46,26.38
18278,Lower middle income countries,Central and Southern Asia,0.8358,,Rural,,2012.0,,72.25,82.64
18279,Lower middle income countries,Central and Southern Asia,0.8497,,Rural,,2012.0,14.469999999999999,49.71,70.78999999999999
18280,Lower middle income countries,Central and Southern Asia,0.7531,,Rural,,2012.0,18.459999999999997,39.56,60.940000000000005
18281,Lower middle income countries,Central and Southern Asia,0.8017,,Rural,,2012.0,,,
18282,Lower middle income countries,Central and Southern Asia,0.5985,,Rural,,2012.0,2.29,14.31,31.28
18283,Lower middle income countries,Central and Southern Asia,0.7551,,Rural,,2012.0,10.059999999999999,36.26,52.449999999999996
18284,Lower middle income countries,Central and Southern Asia,0.9602,,Rural,,2012.0,,,
18285,Lower middle income countries,Central and Southern Asia,0.8382,,Urban,,2012.0,,,71.34
18286,Lower middle income countries,Central and Southern Asia,0.9823,,Urban,,2012.0,,,
18287,Lower middle income countries,Central and Southern Asia,0.9004,,Urban,,2012.0,12.0,,
18288,Lower middle income countries,Central and Southern Asia,0.9919,,Urban,,2012.0,,,
18289,Lower middle income countries,Central and Southern Asia,0.9385,,Urban,,2012.0,25.580000000000002,59.85,76.98
18290,Lower middle income countries,Central and Southern Asia,0.7975,,Urban,,2012.0,17.79,57.010000000000005,56.879999999999995
18291,Lower middle income countries,Central and Southern Asia,0.9052,,Urban,,2012.0,,64.82,82.07
18292,Lower middle income countries,Central and Southern Asia,0.9118,,Urban,,2012.0,32.87,55.93,72.35000000000001
18293,Lower middle income countries,Central and Southern Asia,0.8708,,Urban,,2012.0,,60.5,72.68
18294,Lower middle income countries,Central and Southern Asia,0.9769,,Urban,,2012.0,38.84,75.64,88.37
18295,Lower middle income countries,Central and Southern Asia,0.5109,Female,Rural,,2012.0,10.95,29.830000000000002,48.980000000000004
18296,Lower middle income countries,Central and Southern Asia,0.8797,Female,Urban,,2012.0,32.22,64.17,76.59
18297,Lower middle income countries,Central and Southern Asia,0.8605,Male,Rural,,2012.0,15.989999999999998,45.87,57.99999999999999
18298,Lower middle income countries,Central and Southern Asia,0.9434,Male,Urban,,2012.0,30.520000000000003,58.03,74.41
18299,Lower middle income countries,Central and Southern Asia,0.1229,Female,Rural,Quintile 1,2012.0,0.8999999999999999,4.91,16.31
18300,Lower middle income countries,Central and Southern Asia,0.3151,Female,Rural,Quintile 2,2012.0,3.4000000000000004,18.05,41.81
18301,Lower middle income countries,Central and Southern Asia,0.5896,Female,Rural,Quintile 3,2012.0,8.82,40.65,66.47
18302,Lower middle income countries,Central and Southern Asia,0.8787,Female,Rural,Quintile 4,2012.0,22.869999999999997,61.78,82.43
18303,Lower middle income countries,Central and Southern Asia,0.9614,Female,Rural,Quintile 5,2012.0,48.42,76.22,87.42999999999999
18304,Lower middle income countries,Central and Southern Asia,0.3528,Female,Urban,Quintile 1,2012.0,6.2700000000000005,19.0,16.75
18305,Lower middle income countries,Central and Southern Asia,0.2488,Female,Urban,Quintile 2,2012.0,2.11,26.57,29.709999999999997
18306,Lower middle income countries,Central and Southern Asia,0.5385,Female,Urban,Quintile 3,2012.0,7.22,39.81,58.15
18307,Lower middle income countries,Central and Southern Asia,0.8184,Female,Urban,Quintile 4,2012.0,19.84,55.800000000000004,74.51
18308,Lower middle income countries,Central and Southern Asia,0.9746,Female,Urban,Quintile 5,2012.0,49.43,82.95,91.19
18309,Lower middle income countries,Central and Southern Asia,0.6191,Male,Rural,Quintile 1,2012.0,5.489999999999999,17.68,30.69
18310,Lower middle income countries,Central and Southern Asia,0.8693,Male,Rural,Quintile 2,2012.0,16.14,42.8,58.45
18311,Lower middle income countries,Central and Southern Asia,0.8918,Male,Rural,Quintile 3,2012.0,17.16,58.660000000000004,67.77
18312,Lower middle income countries,Central and Southern Asia,0.9726,Male,Rural,Quintile 4,2012.0,20.96,71.2,86.57000000000001
18313,Lower middle income countries,Central and Southern Asia,0.9778,Male,Rural,Quintile 5,2012.0,43.25,79.28,79.74
18314,Lower middle income countries,Central and Southern Asia,0.7474,Male,Urban,Quintile 2,2012.0,13.36,36.25,56.010000000000005
18315,Lower middle income countries,Central and Southern Asia,0.8101,Male,Urban,Quintile 3,2012.0,7.21,38.95,46.239999999999995
